Gender,CustomerType,Age,TypeofTravel,Class,FlightDistancemiles,Inflightwifiservice,DepartureArrivaltimeconvenient,EaseofOnlinebooking,Gatelocation,Foodanddrink,Onlineboarding,Seatcomfort,Inflightentertainment,Onboardservice,Legroomservice,Baggagehandling,Checkinservice,Inflightservice,Cleanliness,DepartureDelayinMinutes,ArrivalDelayinMinutes,satisfaction
Female,disloyal Customer,39,Business travel,Business,516,2,2,2,4,1,2,1,1,2,5,3,2,3,1,19,29,neutralordissatisfied
Female,Loyal Customer,36,Business travel,Business,1587,3,5,5,5,2,2,4,3,3,3,3,2,3,3,0,0,neutralordissatisfied
Female,disloyal Customer,48,Business travel,Eco,854,1,1,1,3,1,5,5,2,2,4,4,5,4,5,0,4,neutralordissatisfied
Male,Loyal Customer,49,Personal Travel,Eco,304,4,4,4,4,3,4,3,3,3,2,4,4,5,3,0,0,satisfied
Female,disloyal Customer,24,Business travel,Business,763,5,2,5,1,1,5,1,1,1,3,3,3,4,1,0,0,satisfied
Male,Loyal Customer,28,Business travel,Eco,946,2,5,5,5,2,2,2,2,3,3,4,4,3,2,0,13,neutralordissatisfied
Male,Loyal Customer,46,Business travel,Business,3173,3,3,3,3,4,4,5,5,5,5,5,5,5,3,35,38,satisfied
Female,Loyal Customer,21,Personal Travel,Eco,480,4,3,4,3,3,4,3,3,4,5,4,2,3,3,0,3,neutralordissatisfied
Female,disloyal Customer,22,Business travel,Eco,1012,1,1,1,4,1,1,5,1,4,1,4,1,3,1,0,0,neutralordissatisfied
Female,Loyal Customer,44,Business travel,Business,583,4,4,4,4,2,5,4,5,5,5,5,5,5,5,5,0,satisfied
Female,Loyal Customer,57,Business travel,Business,1849,5,5,5,5,4,4,5,4,4,4,4,3,4,4,112,109,satisfied
Female,Loyal Customer,16,Personal Travel,Eco Plus,2288,2,5,2,1,2,2,2,2,5,3,1,3,4,2,0,10,neutralordissatisfied
Male,Loyal Customer,60,Business travel,Eco,2176,1,5,5,5,1,1,1,4,1,4,4,1,1,1,75,97,neutralordissatisfied
Male,Loyal Customer,33,Business travel,Eco,692,2,5,5,5,2,2,2,2,4,4,4,1,3,2,20,52,neutralordissatisfied
Male,Loyal Customer,41,Personal Travel,Eco,283,2,4,5,3,5,5,5,5,3,5,4,4,5,5,0,41,neutralordissatisfied
Female,Loyal Customer,60,Business travel,Business,2170,1,1,1,1,2,4,5,2,2,2,2,4,2,5,52,54,satisfied
Male,Loyal Customer,27,Personal Travel,Eco,459,3,5,3,3,2,3,2,2,3,4,5,4,4,2,7,4,neutralordissatisfied
Male,Loyal Customer,12,Personal Travel,Eco,331,3,5,3,3,5,3,5,5,5,3,3,5,2,5,0,0,neutralordissatisfied
Male,Loyal Customer,48,Personal Travel,Eco,290,2,5,2,1,5,2,5,5,4,3,4,4,4,5,0,0,neutralordissatisfied
Female,Loyal Customer,20,Business travel,Business,1620,2,2,2,2,2,2,2,2,3,2,3,4,4,2,64,58,neutralordissatisfied
Female,Loyal Customer,32,Business travel,Business,416,4,4,5,4,5,5,5,5,3,1,2,5,5,5,0,0,satisfied
Female,Loyal Customer,44,Business travel,Business,2214,4,4,4,4,5,4,4,4,4,4,4,5,4,3,0,0,satisfied
Male,Loyal Customer,50,Business travel,Eco Plus,687,4,5,5,5,4,4,4,4,2,5,4,3,4,4,0,0,neutralordissatisfied
Male,Loyal Customer,30,Personal Travel,Eco,214,3,0,3,1,5,3,3,5,5,4,4,5,5,5,0,0,neutralordissatisfied
Female,Loyal Customer,70,Personal Travel,Eco,1208,2,4,2,3,3,4,3,1,1,2,1,3,1,3,39,53,neutralordissatisfied
Male,Loyal Customer,25,Business travel,Business,1642,3,3,3,3,3,4,3,3,5,4,4,3,5,3,19,1,satisfied
Male,Loyal Customer,22,Business travel,Business,867,3,2,4,2,3,3,3,3,4,3,4,3,4,3,0,0,neutralordissatisfied
Male,Loyal Customer,56,Business travel,Business,3319,3,3,3,3,2,4,5,4,4,4,4,5,4,3,0,0,satisfied
Female,Loyal Customer,23,Personal Travel,Eco,554,3,4,2,1,5,2,5,5,3,5,5,4,4,5,7,19,neutralordissatisfied
Female,Loyal Customer,30,Business travel,Business,808,2,2,2,2,3,3,3,3,4,4,5,5,4,3,0,0,satisfied
Male,disloyal Customer,21,Business travel,Eco,2218,3,3,3,3,3,3,3,3,3,1,2,4,3,3,0,0,neutralordissatisfied
Male,Loyal Customer,31,Business travel,Business,3413,4,1,1,1,4,4,4,4,1,4,4,4,4,4,0,0,neutralordissatisfied
Male,Loyal Customer,39,Personal Travel,Eco,270,1,0,1,1,1,1,4,1,4,3,4,5,5,1,12,0,neutralordissatisfied
Female,Loyal Customer,35,Personal Travel,Eco,134,4,0,0,3,2,0,2,2,3,2,3,5,5,2,0,0,neutralordissatisfied
Female,Loyal Customer,46,Business travel,Business,2894,3,3,3,3,4,4,5,4,4,4,4,5,4,5,36,31,satisfied
Male,disloyal Customer,22,Business travel,Eco,784,4,4,4,1,2,4,2,2,4,5,4,4,4,2,0,0,neutralordissatisfied
Female,Loyal Customer,17,Personal Travel,Eco,666,3,1,3,3,2,3,2,2,2,3,3,1,2,2,1,7,neutralordissatisfied
Female,Loyal Customer,32,Personal Travel,Eco,2176,1,3,1,3,2,1,2,2,2,2,3,1,3,2,0,0,neutralordissatisfied
Female,Loyal Customer,58,Business travel,Business,3944,0,0,0,4,4,4,5,1,1,1,1,3,1,4,0,0,satisfied
Male,disloyal Customer,38,Business travel,Business,496,1,1,1,4,3,1,3,3,4,3,5,3,5,3,9,6,neutralordissatisfied
Female,Loyal Customer,51,Business travel,Business,2740,1,1,1,1,5,5,4,3,3,3,3,3,3,5,51,34,satisfied
Female,Loyal Customer,49,Business travel,Business,259,5,5,5,5,5,5,4,4,4,4,4,4,4,4,0,0,satisfied
Female,Loyal Customer,48,Business travel,Eco,746,5,4,4,4,5,5,5,2,2,5,4,5,1,5,205,196,satisfied
Male,Loyal Customer,61,Personal Travel,Eco Plus,2475,4,4,4,1,4,1,1,3,3,5,5,1,3,1,0,0,neutralordissatisfied
Female,Loyal Customer,43,Personal Travel,Eco,752,3,5,3,5,5,4,5,3,3,3,5,3,3,4,52,29,neutralordissatisfied
Female,Loyal Customer,64,Personal Travel,Eco,867,4,1,4,4,4,4,4,2,2,4,2,1,2,3,49,31,neutralordissatisfied
Male,Loyal Customer,45,Business travel,Business,2300,3,3,3,3,4,5,5,3,3,3,3,3,3,5,0,0,satisfied
Male,Loyal Customer,41,Business travel,Business,2808,4,4,4,4,2,5,5,5,5,5,5,4,5,5,129,124,satisfied
Female,Loyal Customer,20,Personal Travel,Eco,1056,4,5,4,3,5,4,5,5,5,5,4,4,5,5,9,2,neutralordissatisfied
Female,Loyal Customer,26,Personal Travel,Eco,403,4,4,5,3,4,5,5,4,5,4,4,5,5,4,1,0,neutralordissatisfied
Female,Loyal Customer,40,Business travel,Business,2758,3,3,3,3,5,5,5,4,4,4,4,4,4,4,0,0,satisfied
Male,disloyal Customer,23,Business travel,Eco,261,5,4,5,2,2,5,2,2,2,5,1,1,5,2,0,0,satisfied
Male,disloyal Customer,37,Business travel,Business,281,4,3,3,2,1,3,1,1,4,5,5,4,5,1,35,21,neutralordissatisfied
Female,Loyal Customer,36,Personal Travel,Eco,368,4,4,4,3,1,4,1,1,5,4,2,2,2,1,8,0,neutralordissatisfied
Male,Loyal Customer,50,Personal Travel,Eco,429,3,1,3,2,2,3,2,2,2,5,2,3,3,2,0,0,neutralordissatisfied
Male,Loyal Customer,53,Personal Travel,Eco,358,3,5,3,3,5,3,3,5,5,3,4,4,4,5,5,4,neutralordissatisfied
Male,Loyal Customer,45,Business travel,Eco,430,3,3,3,3,3,3,3,3,4,3,4,1,2,3,0,0,satisfied
Male,disloyal Customer,25,Business travel,Eco,174,1,4,1,1,1,1,1,1,1,3,1,1,4,1,59,60,neutralordissatisfied
Male,Loyal Customer,38,Business travel,Business,187,1,1,1,1,4,3,1,4,4,4,5,2,4,1,0,0,satisfied
Female,Loyal Customer,53,Business travel,Business,554,2,2,2,2,2,5,4,5,5,5,5,3,5,3,28,35,satisfied
Male,disloyal Customer,38,Business travel,Business,589,3,2,2,3,2,2,2,2,4,1,4,1,3,2,0,0,neutralordissatisfied
Male,Loyal Customer,42,Business travel,Eco,452,2,5,2,2,2,2,2,2,2,3,4,2,4,2,7,14,neutralordissatisfied
Male,Loyal Customer,48,Business travel,Business,2500,5,5,5,5,2,4,4,5,5,5,5,5,5,3,15,0,satisfied
Male,disloyal Customer,24,Business travel,Eco,1620,4,4,4,2,4,4,4,4,4,2,5,3,5,4,1,0,neutralordissatisfied
Female,Loyal Customer,33,Business travel,Business,3643,1,2,2,2,4,4,3,1,1,1,1,1,1,3,0,0,neutralordissatisfied
Female,Loyal Customer,22,Business travel,Eco,1276,4,4,4,4,4,4,2,4,1,2,3,3,4,4,29,5,neutralordissatisfied
Female,disloyal Customer,28,Business travel,Business,393,3,4,4,2,3,4,3,3,5,2,5,5,4,3,17,0,neutralordissatisfied
Male,Loyal Customer,59,Business travel,Business,3363,4,4,4,4,5,4,4,4,4,4,4,3,4,3,0,0,satisfied
Female,Loyal Customer,27,Business travel,Business,1521,1,4,4,4,1,1,1,1,3,5,3,2,4,1,11,0,neutralordissatisfied
Female,Loyal Customer,33,Business travel,Business,2603,5,5,5,5,4,4,5,5,5,5,5,3,5,4,0,0,satisfied
Male,disloyal Customer,25,Business travel,Business,351,2,5,2,3,4,2,4,4,2,1,4,3,3,4,13,22,neutralordissatisfied
Male,Loyal Customer,28,Business travel,Business,3010,2,2,2,2,2,2,2,2,5,5,4,5,4,2,0,0,satisfied
Female,disloyal Customer,11,Business travel,Eco,577,4,2,4,3,2,4,2,2,2,4,4,1,3,2,70,63,neutralordissatisfied
Female,disloyal Customer,25,Business travel,Business,2248,3,0,3,1,3,1,1,3,2,5,5,1,3,1,28,55,neutralordissatisfied
Female,Loyal Customer,60,Business travel,Business,1194,3,3,3,3,3,5,4,2,2,2,2,4,2,3,0,0,satisfied
Female,Loyal Customer,52,Personal Travel,Eco,156,1,5,0,3,3,4,4,5,5,0,3,4,5,3,0,0,neutralordissatisfied
Female,Loyal Customer,31,Business travel,Business,1499,4,4,4,4,3,3,3,3,2,3,1,1,2,3,0,0,satisfied
Male,Loyal Customer,31,Business travel,Eco,86,4,4,4,4,4,4,4,4,3,3,1,2,5,4,0,0,satisfied
Female,Loyal Customer,38,Personal Travel,Eco,502,2,5,3,2,2,3,2,2,3,4,4,5,5,2,17,29,neutralordissatisfied
Female,Loyal Customer,22,Business travel,Business,991,2,2,2,2,4,4,4,4,4,5,5,5,4,4,0,0,satisfied
Female,Loyal Customer,45,Personal Travel,Eco,1389,1,4,1,2,2,3,4,5,5,1,5,2,5,2,0,0,neutralordissatisfied
Male,Loyal Customer,47,Business travel,Business,197,0,4,0,3,4,4,4,5,5,5,2,3,5,3,5,0,satisfied
Female,Loyal Customer,30,Personal Travel,Eco,280,3,4,3,2,3,3,3,5,4,5,5,3,5,3,196,197,neutralordissatisfied
Male,Loyal Customer,56,Business travel,Business,1846,4,4,4,4,3,5,5,5,5,5,5,5,5,4,0,0,satisfied
Male,disloyal Customer,9,Business travel,Eco,1005,3,3,3,3,2,3,2,2,1,2,4,3,4,2,0,0,neutralordissatisfied
Male,disloyal Customer,20,Business travel,Eco,920,2,2,2,5,1,2,1,1,5,4,5,4,4,1,0,0,neutralordissatisfied
Male,Loyal Customer,51,Business travel,Business,3683,3,3,5,3,1,4,2,4,4,4,3,3,4,2,0,0,satisfied
Female,Loyal Customer,58,Personal Travel,Eco,282,3,4,3,4,2,4,4,4,4,3,4,4,4,1,96,109,neutralordissatisfied
Female,disloyal Customer,16,Business travel,Eco,861,3,3,3,3,1,3,1,1,4,5,4,4,4,1,48,56,neutralordissatisfied
Male,Loyal Customer,39,Personal Travel,Eco,446,1,5,1,4,5,1,5,5,5,5,5,4,4,5,0,0,neutralordissatisfied
Female,Loyal Customer,57,Personal Travel,Business,918,1,3,1,4,2,3,4,4,4,1,4,1,4,1,0,0,neutralordissatisfied
Male,Loyal Customer,37,Personal Travel,Eco Plus,228,2,2,2,4,4,2,4,4,3,2,4,2,3,4,9,1,neutralordissatisfied
Female,disloyal Customer,25,Business travel,Eco,158,1,0,1,4,3,1,1,3,2,3,2,5,1,3,0,0,neutralordissatisfied
Male,Loyal Customer,41,Business travel,Business,2309,5,5,5,5,2,4,5,5,5,5,5,3,5,4,16,15,satisfied
Female,Loyal Customer,29,Personal Travel,Eco,250,2,4,2,4,2,2,2,2,4,3,4,5,4,2,0,0,neutralordissatisfied
Male,Loyal Customer,55,Personal Travel,Eco,594,2,1,2,3,3,2,4,3,3,5,3,1,3,3,1,0,neutralordissatisfied
Male,Loyal Customer,55,Personal Travel,Eco,373,3,0,3,5,4,3,4,4,4,3,5,3,4,4,0,0,neutralordissatisfied
Male,Loyal Customer,60,Business travel,Business,2052,2,2,2,2,4,4,5,5,5,5,5,4,5,4,0,0,satisfied
Female,disloyal Customer,18,Business travel,Eco Plus,1849,4,0,4,3,2,4,2,2,3,1,1,4,4,2,0,0,satisfied
Male,disloyal Customer,27,Business travel,Eco,809,2,1,1,3,1,5,5,3,4,3,3,5,2,5,184,169,neutralordissatisfied
Male,Loyal Customer,50,Business travel,Business,228,3,3,3,3,2,4,4,4,4,4,4,5,4,3,3,0,satisfied
Male,Loyal Customer,24,Personal Travel,Eco,453,2,5,2,3,3,2,4,3,5,4,2,1,3,3,0,0,neutralordissatisfied
Male,Loyal Customer,57,Business travel,Business,328,0,0,0,1,3,5,5,3,3,4,4,4,3,4,70,61,satisfied
Male,Loyal Customer,40,Business travel,Business,3954,3,3,3,3,2,2,2,4,4,4,4,1,4,3,0,7,satisfied
Male,Loyal Customer,19,Personal Travel,Eco,1075,4,5,4,3,4,3,3,4,2,1,2,3,1,3,377,350,neutralordissatisfied
Male,Loyal Customer,31,Personal Travel,Eco,580,2,5,2,4,5,2,1,5,3,3,4,4,4,5,24,18,neutralordissatisfied
Female,Loyal Customer,58,Business travel,Eco,954,4,1,1,1,3,4,1,4,4,4,4,2,4,4,0,0,satisfied
Male,Loyal Customer,29,Business travel,Eco,967,1,4,3,3,1,1,1,1,3,1,3,3,3,1,76,63,neutralordissatisfied
Female,Loyal Customer,50,Business travel,Business,1947,3,3,3,3,5,4,5,4,4,4,4,4,4,4,0,4,satisfied
Male,Loyal Customer,34,Business travel,Business,3890,5,5,5,5,5,3,2,5,5,5,5,4,5,1,5,33,satisfied
Female,Loyal Customer,49,Business travel,Business,1794,4,4,4,4,2,5,4,4,4,4,4,5,4,5,16,4,satisfied
Female,Loyal Customer,42,Business travel,Business,631,4,4,4,4,5,4,4,5,5,5,5,5,5,3,6,3,satisfied
Male,Loyal Customer,49,Business travel,Eco,1440,2,4,3,3,2,2,2,2,2,4,3,3,2,2,0,0,neutralordissatisfied
Male,Loyal Customer,54,Business travel,Eco,373,4,2,2,2,4,4,4,4,1,4,2,2,3,4,0,0,neutralordissatisfied
Male,Loyal Customer,45,Business travel,Business,2257,5,5,1,5,4,5,5,5,5,5,5,3,5,5,0,0,satisfied
Male,Loyal Customer,14,Business travel,Business,3315,4,4,4,4,5,5,5,5,2,4,1,1,2,5,0,0,satisfied
Female,disloyal Customer,24,Business travel,Eco,562,2,1,2,3,2,2,4,2,4,5,3,2,2,2,0,0,neutralordissatisfied
Female,Loyal Customer,49,Business travel,Eco Plus,1773,3,4,4,4,5,3,4,2,2,3,2,3,2,2,0,6,neutralordissatisfied
Male,disloyal Customer,24,Business travel,Eco,544,2,0,2,4,5,2,5,5,3,2,5,3,5,5,0,0,neutralordissatisfied
Male,Loyal Customer,28,Personal Travel,Eco,1055,4,5,4,2,1,4,1,1,5,2,4,3,5,1,0,0,neutralordissatisfied
Female,disloyal Customer,25,Business travel,Eco,237,3,2,3,4,5,3,5,5,4,1,3,1,4,5,0,0,neutralordissatisfied
Male,disloyal Customer,28,Business travel,Eco,605,3,3,4,3,1,4,1,1,2,3,3,2,3,1,0,0,neutralordissatisfied
Male,disloyal Customer,40,Business travel,Eco,624,2,1,2,4,3,2,3,3,3,4,4,2,4,3,0,0,neutralordissatisfied
Male,Loyal Customer,39,Business travel,Business,3136,2,2,5,2,2,5,5,4,4,4,4,5,4,5,0,0,satisfied
Female,Loyal Customer,35,Personal Travel,Business,328,3,0,3,2,5,4,5,4,4,3,4,3,4,5,0,0,neutralordissatisfied
Male,Loyal Customer,34,Personal Travel,Eco,912,3,4,3,2,5,3,5,5,5,5,4,5,5,5,10,0,neutralordissatisfied
Female,disloyal Customer,39,Business travel,Business,967,3,3,3,4,5,3,5,5,3,3,4,3,4,5,0,0,neutralordissatisfied
Female,Loyal Customer,23,Business travel,Business,2153,2,2,2,2,4,4,4,4,3,4,5,4,4,4,49,39,satisfied
Female,Loyal Customer,70,Personal Travel,Business,222,2,0,2,3,4,4,1,4,4,2,4,3,4,2,0,0,neutralordissatisfied
Female,Loyal Customer,68,Personal Travel,Eco,2449,1,3,1,3,1,1,1,1,4,3,2,1,1,1,0,18,neutralordissatisfied
Male,disloyal Customer,16,Business travel,Eco,1037,5,5,5,1,2,5,2,2,3,5,5,3,3,2,0,2,satisfied
Female,Loyal Customer,20,Personal Travel,Eco,2227,3,3,3,3,3,3,3,3,1,2,4,1,3,3,0,0,neutralordissatisfied
Female,Loyal Customer,41,Business travel,Business,162,3,3,3,3,3,5,2,5,5,5,5,2,5,1,0,0,satisfied
Female,Loyal Customer,22,Personal Travel,Eco,395,3,5,3,3,4,3,4,4,1,5,3,1,2,4,0,0,neutralordissatisfied
Female,Loyal Customer,15,Personal Travel,Eco,954,2,4,2,4,3,2,3,3,3,4,4,5,4,3,0,0,neutralordissatisfied
Male,Loyal Customer,66,Business travel,Eco Plus,460,1,4,4,4,1,1,1,3,5,4,3,1,3,1,248,255,neutralordissatisfied
Male,disloyal Customer,42,Business travel,Business,293,4,3,3,4,5,4,5,5,5,2,4,4,5,5,0,0,neutralordissatisfied
Female,Loyal Customer,29,Business travel,Business,2184,4,4,4,4,3,4,3,3,3,4,4,4,4,3,6,5,satisfied
Female,disloyal Customer,22,Business travel,Business,447,4,2,4,4,4,4,4,4,3,5,4,4,4,4,190,186,satisfied
Female,disloyal Customer,9,Business travel,Eco,583,1,3,1,4,3,1,2,3,2,5,3,3,3,3,0,0,neutralordissatisfied
Male,disloyal Customer,22,Business travel,Business,1042,4,0,4,1,1,4,2,1,5,3,4,3,4,1,0,0,satisfied
Male,disloyal Customer,28,Business travel,Eco,989,2,2,2,1,5,2,5,5,1,3,1,2,2,5,19,4,neutralordissatisfied
Male,Loyal Customer,53,Personal Travel,Eco,550,3,0,3,4,5,3,5,5,4,5,5,3,5,5,0,0,neutralordissatisfied
Male,Loyal Customer,57,Business travel,Business,2704,5,5,5,5,4,3,3,3,2,4,4,3,4,3,10,12,satisfied
Female,disloyal Customer,44,Business travel,Business,337,2,1,1,3,3,2,3,3,3,2,5,3,5,3,0,0,neutralordissatisfied
Female,Loyal Customer,55,Personal Travel,Eco,546,2,4,4,4,2,4,4,3,3,4,3,3,3,3,1,0,neutralordissatisfied
Male,disloyal Customer,26,Business travel,Business,212,1,0,1,2,5,1,5,5,4,3,4,5,5,5,0,0,neutralordissatisfied
Male,disloyal Customer,34,Business travel,Eco Plus,588,3,3,3,3,5,3,5,5,5,1,5,3,5,5,0,0,neutralordissatisfied
Female,Loyal Customer,33,Personal Travel,Eco Plus,2381,0,4,0,3,1,0,1,1,3,5,4,5,4,1,0,0,satisfied
Female,Loyal Customer,39,Business travel,Business,3033,0,4,1,1,5,4,5,4,4,4,4,5,4,5,0,0,satisfied
Male,Loyal Customer,47,Personal Travel,Eco,1371,3,4,3,1,2,3,2,2,3,5,4,5,4,2,1,0,neutralordissatisfied
Female,disloyal Customer,46,Business travel,Business,1276,4,4,4,1,4,1,1,5,4,4,5,1,4,1,348,329,satisfied
Female,Loyal Customer,49,Business travel,Business,337,4,1,4,4,3,4,5,5,5,5,5,3,5,4,10,2,satisfied
Female,Loyal Customer,39,Business travel,Eco,236,5,1,5,5,5,5,5,5,3,3,5,5,1,5,0,0,satisfied
Male,disloyal Customer,25,Business travel,Eco,997,2,2,2,4,1,2,1,1,3,4,4,2,3,1,0,0,neutralordissatisfied
Female,Loyal Customer,46,Business travel,Business,528,2,2,2,2,4,4,4,3,3,5,5,4,5,4,181,176,satisfied
Male,Loyal Customer,41,Business travel,Business,3610,5,5,5,5,4,5,5,5,5,5,5,5,5,3,0,0,satisfied
Female,Loyal Customer,43,Business travel,Business,3585,4,2,4,4,5,4,4,4,4,3,4,3,4,5,0,0,satisfied
Male,Loyal Customer,67,Personal Travel,Eco,258,2,4,2,5,3,2,3,3,1,3,3,5,1,3,0,0,neutralordissatisfied
Female,Loyal Customer,37,Business travel,Business,277,4,5,5,5,4,2,2,4,4,4,4,3,4,3,24,21,neutralordissatisfied
Female,Loyal Customer,42,Personal Travel,Eco,620,2,5,2,3,2,4,5,3,3,2,3,5,3,3,0,0,neutralordissatisfied
Female,Loyal Customer,21,Personal Travel,Eco,160,2,4,2,4,3,2,3,3,4,2,4,4,5,3,0,0,neutralordissatisfied
Female,Loyal Customer,68,Personal Travel,Eco,622,2,3,2,4,3,3,3,3,3,2,3,3,3,2,17,19,neutralordissatisfied
Male,disloyal Customer,23,Business travel,Eco,853,4,4,4,4,1,4,1,1,4,5,4,4,5,1,38,59,neutralordissatisfied
Male,Loyal Customer,65,Personal Travel,Eco,1969,1,5,1,3,1,1,1,1,4,5,5,5,5,1,67,43,neutralordissatisfied
Female,Loyal Customer,49,Business travel,Business,3496,1,1,1,1,5,5,5,4,3,4,4,5,3,5,188,242,satisfied
Male,Loyal Customer,43,Business travel,Business,101,4,4,4,4,3,2,2,4,4,4,4,2,4,5,0,0,satisfied
Female,Loyal Customer,67,Personal Travel,Eco,406,2,4,2,3,5,4,5,5,5,2,5,4,5,5,0,1,neutralordissatisfied
Female,Loyal Customer,67,Personal Travel,Eco,1072,3,1,3,3,1,3,3,1,1,3,1,4,1,1,6,12,neutralordissatisfied
Male,Loyal Customer,60,Business travel,Business,3088,5,3,5,5,3,4,5,4,4,4,4,5,4,4,8,0,satisfied
Female,disloyal Customer,14,Business travel,Eco,966,1,1,1,4,2,1,3,2,4,4,4,3,4,2,0,6,neutralordissatisfied
Female,Loyal Customer,57,Business travel,Business,2191,5,5,5,5,5,4,5,4,4,5,4,3,4,3,0,0,satisfied
Male,Loyal Customer,44,Business travel,Business,677,1,1,1,1,3,4,4,5,5,5,5,5,5,5,5,6,satisfied
Female,Loyal Customer,53,Business travel,Eco Plus,196,2,3,3,3,5,3,3,2,2,2,2,4,2,3,21,15,neutralordissatisfied
Female,Loyal Customer,55,Personal Travel,Eco Plus,101,1,2,0,4,5,3,4,3,3,0,5,2,3,1,0,0,neutralordissatisfied
Male,disloyal Customer,22,Business travel,Eco,1249,4,4,4,5,4,4,5,4,5,1,5,2,5,4,1,0,neutralordissatisfied
Female,Loyal Customer,37,Business travel,Eco Plus,503,4,1,1,1,4,4,4,4,1,2,3,4,1,4,0,0,satisfied
Female,Loyal Customer,47,Business travel,Business,446,2,1,1,1,1,2,3,2,2,2,2,1,2,2,3,2,neutralordissatisfied
Female,Loyal Customer,37,Business travel,Business,3864,1,1,5,1,3,1,4,5,5,5,5,4,5,1,5,13,satisfied
Male,Loyal Customer,40,Business travel,Eco,421,2,4,4,4,2,2,2,2,4,4,3,4,3,2,0,0,neutralordissatisfied
Female,Loyal Customer,13,Personal Travel,Eco,308,2,4,2,3,2,2,2,2,3,4,4,4,5,2,0,3,neutralordissatisfied
Female,disloyal Customer,39,Business travel,Business,937,1,1,1,3,3,1,3,3,3,3,3,4,3,3,0,0,neutralordissatisfied
Female,disloyal Customer,33,Business travel,Eco,109,3,0,2,5,5,2,5,5,1,3,3,5,5,5,0,0,neutralordissatisfied
Female,Loyal Customer,26,Business travel,Business,571,1,1,1,1,5,5,5,5,2,4,4,5,1,5,204,185,satisfied
Male,Loyal Customer,43,Business travel,Eco,1050,5,2,2,2,5,5,5,5,2,4,5,2,5,5,0,0,satisfied
Male,Loyal Customer,44,Business travel,Eco,429,4,1,1,1,3,4,3,3,5,3,2,2,5,3,0,0,satisfied
Female,disloyal Customer,28,Business travel,Eco,1074,3,3,3,1,3,2,2,1,4,5,3,2,2,2,237,214,neutralordissatisfied
Male,Loyal Customer,68,Personal Travel,Eco,250,3,3,3,4,3,3,5,3,2,4,4,3,3,3,2,0,neutralordissatisfied
Male,Loyal Customer,27,Personal Travel,Eco,563,5,4,5,4,2,5,4,2,4,2,4,5,4,2,0,0,satisfied
Male,disloyal Customer,56,Business travel,Eco,125,2,0,2,2,5,2,5,5,4,4,3,2,4,5,27,36,neutralordissatisfied
Male,Loyal Customer,30,Business travel,Business,1931,5,5,5,5,5,5,5,5,3,3,5,3,3,5,0,0,satisfied
Female,Loyal Customer,41,Business travel,Eco,192,4,1,2,1,4,4,4,4,2,2,3,3,3,4,0,0,neutralordissatisfied
Male,disloyal Customer,43,Business travel,Business,1044,4,4,4,5,4,4,4,4,3,4,4,3,5,4,19,3,satisfied
Male,disloyal Customer,24,Business travel,Eco,337,1,5,1,3,3,1,3,3,4,2,4,5,5,3,0,0,neutralordissatisfied
Male,Loyal Customer,40,Business travel,Business,1096,3,3,3,3,3,5,4,3,3,3,3,5,3,3,0,0,satisfied
Male,Loyal Customer,60,Business travel,Business,3058,3,3,3,3,5,5,4,4,4,4,4,3,4,3,0,0,satisfied
Male,Loyal Customer,69,Business travel,Business,3492,2,2,2,2,3,5,5,5,5,5,5,5,5,3,0,0,satisfied
Female,Loyal Customer,25,Business travel,Business,1013,3,2,2,2,3,3,3,3,3,3,4,2,3,3,50,73,neutralordissatisfied
Male,Loyal Customer,39,Business travel,Business,3841,3,3,3,3,2,5,4,2,2,2,2,3,2,3,91,84,satisfied
Female,Loyal Customer,45,Business travel,Business,1758,4,4,4,4,5,4,4,5,5,5,5,3,5,3,0,0,satisfied
Male,Loyal Customer,32,Business travel,Business,1898,3,2,2,2,3,3,3,3,2,2,3,2,3,3,0,0,neutralordissatisfied
Male,Loyal Customer,58,Business travel,Eco Plus,467,5,5,5,5,5,5,5,5,3,3,4,3,5,5,12,4,satisfied
Male,Loyal Customer,56,Business travel,Business,73,4,4,4,4,4,5,3,5,5,5,4,2,5,5,0,0,satisfied
Male,Loyal Customer,9,Personal Travel,Eco Plus,802,2,5,2,5,1,2,1,1,3,5,1,4,4,1,27,9,neutralordissatisfied
Male,Loyal Customer,19,Personal Travel,Eco,1119,4,4,4,2,4,4,4,4,3,3,5,3,5,4,0,0,neutralordissatisfied
Male,Loyal Customer,72,Business travel,Eco,846,3,3,2,3,3,3,3,3,1,5,3,3,2,3,21,16,neutralordissatisfied
Male,Loyal Customer,63,Personal Travel,Eco,1262,2,1,2,1,2,2,1,2,4,5,2,1,1,2,0,0,neutralordissatisfied
Male,Loyal Customer,49,Business travel,Eco,551,4,1,1,1,4,4,4,4,1,3,2,2,5,4,9,0,satisfied
Female,disloyal Customer,50,Business travel,Eco,1190,3,3,3,3,5,3,5,5,1,3,1,5,3,5,0,0,neutralordissatisfied
Male,disloyal Customer,54,Business travel,Eco,331,4,0,4,3,5,4,5,5,3,3,2,4,3,5,0,0,neutralordissatisfied
Female,Loyal Customer,45,Business travel,Business,2529,3,3,3,3,4,4,4,4,4,4,4,4,4,3,0,0,satisfied
Female,Loyal Customer,39,Business travel,Business,2630,2,2,2,2,5,4,3,2,2,2,2,3,2,1,0,0,neutralordissatisfied
Male,disloyal Customer,32,Business travel,Business,929,2,2,2,5,1,2,1,1,3,4,5,5,4,1,1,9,neutralordissatisfied
